,r_AA,r_CAA,r_AA_mean_portfolio,r_equal_weights_portfolio
0,1.0038996532969495,1.0045201817318945,1.0078964031510025,1.0078964031510032
5,1.0222181505174117,1.0221807315929414,1.0078964031510025,1.0078964031510032
10,1.0313306929041695,1.0288548119518972,1.0078964031510025,1.0078964031510032
15,1.0366113977133757,1.0323196655266096,1.0078964031510025,1.0078964031510032
20,1.0402252254450113,1.0346563964061832,1.0078964031510025,1.0078964031510032
25,1.0427284402189512,1.036526382083714,1.0078964031510025,1.0078964031510032
30,1.0443981139158147,1.0380402674812097,1.0078964031510025,1.0078964031510032
35,1.0450755978536226,1.0393654877102034,0.9947956558137895,1.0078964031510032
40,1.0447877300526642,1.041283022689769,0.9947956558137895,1.0078964031510032
45,1.0436087011523418,1.0460459651524419,0.9903622606899652,1.0078964031510032
50,1.0437140506526301,1.0461895443490323,0.9903622606899652,1.0078964031510032
55,1.043760089719222,1.0460546451187747,0.9839203221076076,1.0078964031510032
60,1.0435633344860722,1.0455779717373543,0.9864646147918148,1.0078964031510032
65,1.0421765244677919,1.043949859609312,0.9838356403390184,1.0078964031510032
70,1.0357548792730358,1.0370899906702198,0.9818615601422146,1.0078964031510032
75,1.0353355013994865,1.0365819568257844,0.9788679958093024,1.0078964031510032
80,1.0351748225766384,1.0362996325112448,0.9788679958093024,1.0078964031510032
85,1.0353430794677334,1.0364459327046074,0.9781154071784673,1.0078964031510032
90,1.0386950625663993,1.0410470593555383,0.9702813930146504,1.0078964031510032
95,1.0181352665515753,1.031789192905715,0.9670788851343824,1.0078964031510032
100,1.0204549454991025,1.032904077659667,0.9683384483096381,1.0078964031510032
105,1.0199047998313095,1.0339381338661922,0.9598847887453749,1.0078964031510032
110,1.0175396849937828,1.031825382947604,0.9598847887453749,1.0078964031510032
115,1.022649622758605,1.0346055937883194,0.9598847887453749,1.0078964031510032
120,1.0272175424548085,1.0393154841101913,0.9626314877745068,1.0078964031510032
125,1.0168253851645823,1.0333537356297036,0.9626314877745068,1.0078964031510032
130,1.0069180953953234,1.0229728254229535,0.9504698241843165,1.0078964031510032
135,1.005542935465574,1.0185970943692797,0.9508754144230498,1.0078964031510032
140,1.0023740801771466,1.0157796870443945,0.9508754144230498,1.0078964031510032
145,1.0065755167446435,1.0219848687452733,0.9733131646864267,1.0078964031510032
150,1.0072483285332519,1.021130693118101,0.9733131646864267,1.0078964031510032
155,0.9991518593989054,1.0170169640947797,0.9727585526945441,1.0078964031510032
160,0.999870819889483,1.021200971298949,0.9767569045212657,1.0078964031510032
165,1.0003930175090228,1.0214694258597348,0.9783614360266126,1.0078964031510032
170,1.0063297481094318,1.0271418451619119,0.9792330511906984,1.0078964031510032
175,1.0041143302908981,1.0254092607406489,0.9793371369096106,1.0078964031510032
180,1.0026043990317604,1.0254681254430293,0.9782304523573156,1.0078964031510032
185,1.0024504299372068,1.0247435648636776,0.9788838023670672,1.0078964031510032
190,0.9926720484740835,1.0174018810875407,0.9723406948016158,1.0078964031510032
195,0.9888464306157014,1.014226769880647,0.9720400421475057,1.0078964031510032
200,0.9829956893613915,1.0112779192225705,0.9741492501791791,1.0078964031510032
205,0.984567762108795,1.010374192850855,0.9738059087813628,1.0078964031510032
210,0.981437826240402,1.0057920424034887,0.9739754136290362,1.0078964031510032
215,0.9814627688510342,1.0066399696283481,0.9738771400918383,1.0078964031510032
220,0.9801855757726957,1.007685332991751,0.9714114478413597,1.0078964031510032
225,0.9912008370375962,1.011881142908013,0.9789164431189139,1.0078964031510032
230,0.9908355342243043,1.0106820375272034,0.9776485217107318,1.0078964031510032
235,0.9874733671571282,1.0094252844176241,0.978031953519133,1.0078964031510032
240,0.9874300848557644,1.0088735105072797,0.9788557144931788,1.0078964031510032
245,0.9913270282697331,1.012543608914935,0.9792359472908212,1.0078964031510032
250,0.9850367410262898,1.005956546367945,0.9768426737959722,1.0078964031510032
255,0.9778364677703871,0.9993445449888813,0.976988964369899,1.0078964031510032
260,0.975287123216165,0.9966962396584814,0.9768725921686254,1.0078964031510032
265,0.9764071792246334,0.9977350476028671,0.9772334066050014,1.0078964031510032
270,0.9713170912013951,0.9923547284650606,0.9765651115678614,1.0078964031510032
275,0.9694416098046859,0.9895298556403818,0.9784812193491316,1.0078964031510032
280,0.9677476727273,0.989065927295275,0.9765657814705553,1.0078964031510032
285,0.9619409545690425,0.9813887417014489,0.9710430213256982,1.0078964031510032
290,0.9659162167832237,0.9831886624325179,0.9751360141759174,1.0078964031510032
295,0.9643148393499948,0.9814535534554519,0.9733712077214635,1.0078964031510032
300,0.9722602773265859,0.9873789257725424,0.9711598707342758,1.0078964031510032
305,0.9736890685527296,0.9898129979423611,0.9709329561439356,1.0078964031510032
310,0.9787481328356755,0.9950956687104909,0.9753800654818671,1.0078964031510032
315,0.9823725121661384,0.9974639940670781,0.9786582666439055,1.0078964031510032
320,0.9871844465120752,1.0009775498315208,0.9830717170175378,1.0078964031510032
325,0.9875332775815379,1.004405772087658,0.9844354300041819,1.0078964031510032
330,0.9828301513198365,0.9994555557554656,0.9854768948449244,1.0078964031510032
335,0.9836066193379871,0.9983374316868926,0.9862830265118422,1.0078964031510032
340,1.006511309598117,1.0173460888195403,1.0069264033715575,1.0078964031510032
345,1.011407121800558,1.0169210556934587,1.0118558791174896,1.0078964031510032
350,1.0105072848836263,1.0167918745453883,1.0112968365524675,1.0078964031510032
355,1.0213037298080256,1.0278426187093066,1.0205408362821915,1.0078964031510032
360,1.0294587240972,1.0313091443244744,1.0277565124996983,1.0078964031510032
365,1.0184970928975474,1.01871457462102,1.0167631659430563,1.0078964031510032
370,1.021135475764605,1.0154100809818907,1.0171436374454597,1.0078964031510032
375,1.022461487187807,1.019488468990302,1.0179618792295175,1.0078964031510032
380,1.010323030538086,1.0128739683554542,1.0058539686314047,1.0078964031510032
385,1.011686709452122,1.0143176644643646,1.00688486445221,1.0078964031510032
390,1.0153426250703688,1.0161553619928791,1.010789840357894,1.0078964031510032
395,1.0247882564130504,1.0253400910727426,1.0194715488119914,1.0078964031510032
400,1.0333909231031728,1.0345376632574836,1.0298322606809516,1.0078964031510032
405,1.0231085414685843,1.0287318605318496,1.0189663448453787,1.0078964031510032
410,1.021430750421104,1.025166317682289,1.0193029591623193,1.0078964031510032
415,1.0157110659998407,1.0191620598302742,1.0121148381320368,1.0078964031510032
420,1.0129444217754044,1.0143587023930842,1.010395262405351,1.0078964031510032
425,1.013319040385925,1.016257495452667,1.0105383086536535,1.0078964031510032
430,1.012498900124641,1.011566464464701,1.0094516651266567,1.0078964031510032
435,1.0123760829745292,1.0113591867036296,1.009416644014156,1.0078964031510032
440,1.023862752492502,1.0153527710730346,1.0200183761170758,1.0078964031510032
445,1.0252208280802022,1.016930243834499,1.0212676390630961,1.0078964031510032
450,1.037198120400005,1.0288429619563408,1.0381508757429234,1.0078964031510032
455,1.0382475526071397,1.0314078262815596,1.0388647880789943,1.0078964031510032
460,1.0302808966348465,1.0258312891260941,1.031024050753375,1.0078964031510032
465,1.033574319092249,1.028882802177333,1.0326598398876528,1.0078964031510032
470,1.0194550837640797,1.0209681930798742,1.019212692721586,1.0078964031510032
475,1.0202491123613164,1.0244895725284606,1.0206847681515843,1.0078964031510032
480,1.0187352125551121,1.02272932516629,1.018610907795155,1.0078964031510032
485,1.0078094873277779,1.010415472275191,1.007841635634388,1.0078964031510032
490,1.0086065005265081,1.0101604859027702,1.0087436118546684,1.0078964031510032
495,1.0140723445408877,1.0157941195755007,1.012313454522445,1.0078964031510032
500,0.9946457183266775,1.0060725435026123,0.992443340083311,1.0078964031510032
505,0.9942085182848411,1.0057064064182573,0.992443340083311,1.0078964031510032
510,0.9993285072508092,1.0109907959460034,0.9986486009755069,1.0078964031510032
515,0.9995556175490183,1.0111449903824177,0.9986486009755069,1.0078964031510032
520,1.0001762169426434,1.0119002851723564,0.9986486009755069,1.0078964031510032
525,1.0031400550482186,1.0155146362267058,1.001516734837508,1.0078964031510032
530,1.0036754177666594,1.0162121236365642,1.0026733893692312,1.0078964031510032
535,1.003482648838785,1.0158481634905698,1.0026733893692312,1.0078964031510032
540,1.0042536423207868,1.0163771480371595,1.0037082553145698,1.0078964031510032
545,1.0041312022298994,1.0163595336861744,1.0035186085763634,1.0078964031510032
550,1.0050664667841975,1.0165702083608845,1.0047932381672091,1.0078964031510032
555,1.0002708040296024,1.012347474816088,1.005214405206829,1.0078964031510032
560,0.9936572349983769,1.0057414290883506,0.9968708598258529,1.0078964031510032
565,0.9937751531754149,1.0064645804467025,0.9968708598258529,1.0078964031510032
570,0.9938999077884741,1.0068135523776618,0.9963976248863156,1.0078964031510032
575,0.9943834320723774,1.0073687962492603,0.9963976248863156,1.0078964031510032
580,0.9948612311656261,1.0077950806858613,0.9971052606040848,1.0078964031510032
